Country,Country_Code,Year,adult_literacy_rate__population_15plus_years__both_sexes__pct__lr_ag15t99,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,Region
Spain,ESP,2004,97.17,99.58,99.53,Europe
Spain,ESP,2005,97.75,99.57,99.5,Europe
Spain,ESP,2006,97.75,99.71,99.48,Europe
Spain,ESP,2007,97.94,99.58,99.56,Europe
Spain,ESP,2008,97.63,99.53,99.6,Europe
Spain,ESP,2009,97.68,99.64,99.56,Europe
Spain,ESP,2010,97.75,99.51,99.69,Europe
Spain,ESP,2011,97.78,99.65,99.75,Europe
Spain,ESP,2012,97.89,99.64,99.71,Europe
Spain,ESP,2013,98.08,99.69,99.64,Europe
Spain,ESP,2014,98.09,99.76,99.69,Europe
Spain,ESP,2015,98.14,99.62,99.69,Europe
Spain,ESP,2016,98.25,99.64,99.61,Europe
Spain,ESP,2018,98.44,99.69,99.74,Europe
Spain,ESP,2020,98.59,99.49,99.76,Europe
Spain,ESP,2021,99.7,99.71,99.75,Europe
Sri Lanka,LKA,1981,86.78,91.88,90.19,Asia
Sri Lanka,LKA,2001,90.68,95.07,96.12,Asia
Sri Lanka,LKA,2006,90.81,97.03,97.94,Asia
Sri Lanka,LKA,2008,90.56,97.33,98.59,Asia
Sri Lanka,LKA,2010,91.18,97.69,98.59,Asia
Sri Lanka,LKA,2014,92.53466,98.10371,98.93508,Asia
Sri Lanka,LKA,2015,92.55379,98.11796,98.66205,Asia
Sri Lanka,LKA,2016,92.39,98.41,98.94,Asia
Sri Lanka,LKA,2017,91.9,98.55,99.15,Asia
Sri Lanka,LKA,2018,91.71,98.51,99.04,Asia
Sri Lanka,LKA,2019,92.25,98.72,99.21,Asia
Sri Lanka,LKA,2020,92.38,98.59,99.12,Asia
Sri Lanka,LKA,2021,92.43,98.71,99.14,Asia
Sri Lanka,LKA,2022,92.49,98.28,99.32,Asia
Sri Lanka,LKA,2023,92.66,98.95,99.26,Asia
Sri Lanka,LKA,2024,92.74,98.7,99.05,Asia
Sub-Saharan Africa (SDG),,1984,48.97,70.26,53.48,
Sub-Saharan Africa (SDG),,1985,49.34,70.61,54.18,
Sub-Saharan Africa (SDG),,1986,49.68,70.84,54.67,
Sub-Saharan Africa (SDG),,1987,50.35,71.34,55.59,
Sub-Saharan Africa (SDG),,1988,50.89,71.48,56.19,
Sub-Saharan Africa (SDG),,1989,51.44,71.87,57.0,
Sub-Saharan Africa (SDG),,1990,52.11,72.16,57.92,
Sub-Saharan Africa (SDG),,1991,52.48,72.23,58.51,
Sub-Saharan Africa (SDG),,1992,52.97,72.05,58.82,
Sub-Saharan Africa (SDG),,1993,53.58,72.1,59.61,
Sub-Saharan Africa (SDG),,1994,54.23,72.22,60.16,
Sub-Saharan Africa (SDG),,1995,54.65,72.03,60.73,
Sub-Saharan Africa (SDG),,1996,55.25,72.03,61.5,
Sub-Saharan Africa (SDG),,1997,56.03,72.19,62.43,
Sub-Saharan Africa (SDG),,1998,56.68,72.26,62.42,
Sub-Saharan Africa (SDG),,1999,57.54,73.01,63.17,
Sub-Saharan Africa (SDG),,2000,56.33,72.08,60.53,
Sub-Saharan Africa (SDG),,2001,57.09,72.33,61.41,
Sub-Saharan Africa (SDG),,2002,57.78,74.6,61.75,
Sub-Saharan Africa (SDG),,2003,58.29,74.46,62.31,
Sub-Saharan Africa (SDG),,2004,58.96,74.93,62.97,
Sub-Saharan Africa (SDG),,2005,58.58,74.35,62.56,
Sub-Saharan Africa (SDG),,2006,58.27,74.47,62.13,
Sub-Saharan Africa (SDG),,2007,58.03,74.49,62.31,
Sub-Saharan Africa (SDG),,2008,58.35,74.63,62.69,
Sub-Saharan Africa (SDG),,2009,58.81,74.98,63.05,
Sub-Saharan Africa (SDG),,2010,59.48,75.56,64.31,
Sub-Saharan Africa (SDG),,2011,61.2,76.92,67.08,
Sub-Saharan Africa (SDG),,2012,62.45,78.22,68.62,
Sub-Saharan Africa (SDG),,2013,63.34,79.04,69.79,
Sub-Saharan Africa (SDG),,2014,63.88,79.11,70.44,
Sub-Saharan Africa (SDG),,2015,64.47,79.45,71.32,
Sub-Saharan Africa (SDG),,2016,65.09,79.66,72.23,
Sub-Saharan Africa (SDG),,2017,65.44,79.93,73.06,
Sub-Saharan Africa (SDG),,2018,67.36,81.05,74.72,
Sub-Saharan Africa (SDG),,2019,67.99,81.12,75.1,
Sub-Saharan Africa (SDG),,2020,68.16,81.18,75.31,
Sub-Saharan Africa (SDG),,2021,68.11,81.26,75.68,
Sub-Saharan Africa (SDG),,2022,68.44,81.39,76.05,
Sub-Saharan Africa (SDG),,2023,68.73,81.53,76.39,
Sub-Saharan Africa (SDG),,2024,68.98,81.7,76.71,
Sub-Saharan Africa (WB),WB_SSA,1985,49.66,71.19,54.66,
Sub-Saharan Africa (WB),WB_SSA,1986,49.99,71.41,55.12,
Sub-Saharan Africa (WB),WB_SSA,1987,50.63,71.88,56.0,
Sub-Saharan Africa (WB),WB_SSA,1988,51.14,72.0,56.57,
Sub-Saharan Africa (WB),WB_SSA,1989,51.68,72.36,57.34,
Sub-Saharan Africa (WB),WB_SSA,1990,52.32,72.63,58.21,
Sub-Saharan Africa (WB),WB_SSA,1991,52.67,72.69,58.78,
Sub-Saharan Africa (WB),WB_SSA,1992,53.14,72.52,59.06,
Sub-Saharan Africa (WB),WB_SSA,1993,53.72,72.55,59.82,
Sub-Saharan Africa (WB),WB_SSA,1994,54.34,72.67,60.35,
Sub-Saharan Africa (WB),WB_SSA,1995,54.74,72.48,60.9,
Sub-Saharan Africa (WB),WB_SSA,1996,55.37,72.5,61.69,
Sub-Saharan Africa (WB),WB_SSA,1997,56.16,72.68,62.65,
Sub-Saharan Africa (WB),WB_SSA,1998,56.83,72.76,62.7,
Sub-Saharan Africa (WB),WB_SSA,1999,57.7,73.5,63.48,
Sub-Saharan Africa (WB),WB_SSA,2000,56.57,72.61,61.0,
Sub-Saharan Africa (WB),WB_SSA,2001,57.34,72.87,61.9,
Sub-Saharan Africa (WB),WB_SSA,2002,58.05,75.07,62.28,
Sub-Saharan Africa (WB),WB_SSA,2003,58.58,74.93,62.87,
Sub-Saharan Africa (WB),WB_SSA,2004,59.26,75.4,63.55,
Sub-Saharan Africa (WB),WB_SSA,2005,58.94,74.85,63.2,
Sub-Saharan Africa (WB),WB_SSA,2006,58.03,74.22,62.06,
Sub-Saharan Africa (WB),WB_SSA,2007,57.83,74.26,62.28,
Sub-Saharan Africa (WB),WB_SSA,2008,58.17,74.4,62.69,
Sub-Saharan Africa (WB),WB_SSA,2009,58.65,74.75,63.08,
Sub-Saharan Africa (WB),WB_SSA,2010,59.32,75.32,64.34,
Sub-Saharan Africa (WB),WB_SSA,2011,61.01,76.64,67.04,
Sub-Saharan Africa (WB),WB_SSA,2012,62.24,77.91,68.56,
Sub-Saharan Africa (WB),WB_SSA,2013,63.12,78.7,69.73,
Sub-Saharan Africa (WB),WB_SSA,2014,63.67,78.78,70.4,
Sub-Saharan Africa (WB),WB_SSA,2015,64.26,79.12,71.29,
Sub-Saharan Africa (WB),WB_SSA,2016,64.89,79.34,72.2,
Sub-Saharan Africa (WB),WB_SSA,2017,65.25,79.61,73.04,
Sub-Saharan Africa (WB),WB_SSA,2018,67.13,80.69,74.66,
Sub-Saharan Africa (WB),WB_SSA,2019,67.73,80.76,75.03,
Sub-Saharan Africa (WB),WB_SSA,2020,67.89,80.82,75.23,
Sub-Saharan Africa (WB),WB_SSA,2021,67.84,80.9,75.59,
Sub-Saharan Africa (WB),WB_SSA,2022,68.15,81.02,75.95,
Sub-Saharan Africa (WB),WB_SSA,2023,68.44,81.16,76.27,
Sub-Saharan Africa (WB),WB_SSA,2024,68.69,81.34,76.58,
Sudan,SDN,2000,61.35,85.69,72.33,Africa
Sudan,SDN,2008,53.52,68.67,62.72,Africa
Sudan,SDN,2010,,,64.81,Africa
Sudan,SDN,2014,,,100.0,Africa
Suriname,SUR,2004,89.6,95.62,94.14,South America
Suriname,SUR,2006,,,94.92,South America
Suriname,SUR,2008,94.62,99.38,99.46,South America
Suriname,SUR,2010,94.68,97.97,98.8,South America
Suriname,SUR,2012,92.87,98.09,97.26,South America
Suriname,SUR,2018,,97.44,97.96,South America
Syria,SYR,1981,55.65,88.83,59.02,Asia
Syria,SYR,2002,82.89,97.14,92.96,Asia
Syria,SYR,2004,80.84,94.61,90.22,Asia
Syria,SYR,2006,,,89.05,Asia
Syria,SYR,2021,94.42,98.35,98.44,Asia
Tajikistan,TJK,1989,97.69,99.74,99.67,Asia
Tajikistan,TJK,2000,99.45,99.84,99.85,Asia
Tajikistan,TJK,2003,97.350235,99.49513,98.74291,Asia
Tajikistan,TJK,2007,98.029305,99.45501,98.35114,Asia
Tajikistan,TJK,2009,99.72987,100.0,100.0,Asia
Tajikistan,TJK,2012,,,100.0,Asia
Tajikistan,TJK,2017,,100.0,96.42,Asia
Tajikistan,TJK,2023,,,98.31,Asia
Tanzania,TZA,1988,59.11,86.2,77.87,Africa
Tanzania,TZA,2002,69.43,80.92,76.2,Africa
Tanzania,TZA,2012,78.1,87.17,84.85,Africa
Tanzania,TZA,2014,79.89494,89.85196,87.81916,Africa
Tanzania,TZA,2015,77.89,87.01,84.64,Africa
Tanzania,TZA,2020,82.2361,86.98013,88.07789,Africa
Tanzania,TZA,2022,78.21,88.81,85.13,Africa
Thailand,THA,1980,87.98,97.57,96.17,Asia
Thailand,THA,2000,92.65,98.1,97.85,Asia
Thailand,THA,2005,93.51,98.22,97.88,Asia
Thailand,THA,2010,96.43,96.64,96.55,Asia
Thailand,THA,2013,93.7,97.98,98.65,Asia
Thailand,THA,2015,92.87,98.0,98.29,Asia
Thailand,THA,2016,91.98,97.36,97.64,Asia
Thailand,THA,2018,93.77,97.69,98.59,Asia
Thailand,THA,2019,91.27,98.47,98.58,Asia
Thailand,THA,2022,91.1,97.94,98.43,Asia
Togo,TGO,2000,53.18,83.79,63.55,Africa
Togo,TGO,2006,56.89,84.86,67.92,Africa
Togo,TGO,2009,57.09,87.63,74.56,Africa
Togo,TGO,2010,57.2,86.4,69.16,Africa
Togo,TGO,2011,60.41,86.92,72.71,Africa
Togo,TGO,2014,,88.61,67.68,Africa
Togo,TGO,2015,63.75,89.67,78.37,Africa
Togo,TGO,2017,60.9537,89.44,74.74,Africa
Togo,TGO,2019,66.54,92.08,84.01,Africa
Togo,TGO,2022,72.6,93.33,87.65,Africa
Tokelau,TKL,2022,100.0,,100.0,Oceania
Tonga,TON,1976,99.59,99.84,99.8,Oceania
Tonga,TON,1996,98.91,99.27,99.35,Oceania
Tonga,TON,2006,99.02,99.3,99.56,Oceania
Tonga,TON,2011,99.39,99.37,99.51,Oceania
Tonga,TON,2016,97.15,98.16,98.48,Oceania
Tonga,TON,2018,,100.0,100.0,Oceania
Tonga,TON,2019,91.05,99.92,99.87,Oceania
Tonga,TON,2023,99.48,99.64,99.79,Oceania
Trinidad and Tobago,TTO,1980,94.97,99.2,99.24,North America
Trinidad and Tobago,TTO,1990,96.94,99.3,99.3,North America
Trinidad and Tobago,TTO,2006,,,99.18,North America
Trinidad and Tobago,TTO,2022,,89.05,99.73,North America
Tunisia,TUN,1984,48.19,85.74,62.52,Africa
Tunisia,TUN,2004,74.3,96.4,92.24,Africa
Tunisia,TUN,2007,77.19,97.84,94.72,Africa
Tunisia,TUN,2008,77.71,98.13,95.49,Africa
Tunisia,TUN,2010,79.13,98.21,96.09,Africa
Tunisia,TUN,2011,79.65,98.24,96.32,Africa
Tunisia,TUN,2012,80.22,97.97,95.72,Africa
Tunisia,TUN,2014,79.04,96.61,95.8,Africa
Tunisia,TUN,2018,79.48,98.38,97.54,Africa
Tunisia,TUN,2019,80.55,97.15,96.5,Africa
Tunisia,TUN,2021,83.68,98.84,99.05,Africa
Tunisia,TUN,2023,86.25,98.19,98.13,Africa
Turkey,TUR,1975,61.63,90.75,68.25,Asia
Turkey,TUR,1980,65.69,93.62,75.24,Asia
Turkey,TUR,1985,75.97,95.68,85.96,Asia
Turkey,TUR,1990,79.23,96.57,88.39,Asia
Turkey,TUR,2004,87.37,98.02,93.3,Asia
Turkey,TUR,2005,88.23,98.36,93.96,Asia
Turkey,TUR,2006,88.12,98.37,94.12,Asia
Turkey,TUR,2007,88.66,98.58,94.29,Asia
Turkey,TUR,2009,90.82,99.02,96.57,Asia
Turkey,TUR,2010,92.66,99.21,97.2,Asia
Turkey,TUR,2011,94.11,99.45,97.94,Asia
Turkey,TUR,2012,94.92,99.59,98.41,Asia
Turkey,TUR,2013,95.26,99.69,98.74,Asia
Turkey,TUR,2014,95.44,99.75,98.95,Asia
Turkey,TUR,2015,95.6,99.81,99.17,Asia
Turkey,TUR,2016,95.86,99.86,99.37,Asia
Turkey,TUR,2017,96.15,99.91,99.59,Asia
Turkey,TUR,2018,,100.0,98.8,Asia
Turkey,TUR,2019,96.74,99.96,99.85,Asia
Turkey,TUR,2021,97.26,99.98,99.94,Asia
Turkey,TUR,2022,,92.57,91.87,Asia
Turkmenistan,TKM,1995,98.78,99.81,99.81,Asia
Turkmenistan,TKM,2015,,,99.83,Asia
Turkmenistan,TKM,2019,,,99.98,Asia
Turkmenistan,TKM,2022,99.9,99.9,99.9,Asia
Turks and Caicos Islands,TCA,2020,,99.88,100.0,North America
Tuvalu,TUV,2019,,99.1,98.51,Oceania
Tuvalu,TUV,2022,100.0,100.0,100.0,Oceania
Uganda,UGA,1991,56.11,77.22,63.12,Africa
Uganda,UGA,2002,68.14,85.96,76.18,Africa
Uganda,UGA,2006,71.37,87.27,81.13,Africa
Uganda,UGA,2010,73.21,89.64,85.47,Africa
Uganda,UGA,2012,70.2,85.76,81.65,Africa
Uganda,UGA,2014,68.51,81.57,79.17,Africa
Uganda,UGA,2016,69.1,81.42,78.19,Africa
Uganda,UGA,2021,79.04765,90.11857,89.19264,Africa
Uganda,UGA,2023,80.51,89.38,90.49,Africa
Uganda,UGA,2024,77.04,84.27,85.94,Africa
Ukraine,UKR,2001,99.43,99.78,99.83,Europe
Ukraine,UKR,2005,,,100.0,Europe
United Arab Emirates,ARE,1975,53.51,65.51,56.28,Asia
United Arab Emirates,ARE,1985,71.24,81.01,84.51,Asia
United Arab Emirates,ARE,2005,90.03,93.63,97.0,Asia
United Arab Emirates,ARE,2019,97.78,97.75,99.22,Asia
United Arab Emirates,ARE,2021,98.13,99.72,99.59,Asia
United Arab Emirates,ARE,2022,98.29,99.74,99.56,Asia
United Arab Emirates,ARE,2023,98.06,99.57,99.51,Asia
United Arab Emirates,ARE,2024,98.81,99.64,99.55,Asia
Upper-middle-income countries,OWID_UMC,1974,66.46,90.81,76.01,
Upper-middle-income countries,OWID_UMC,1975,66.52,90.8,76.11,
Upper-middle-income countries,OWID_UMC,1976,66.77,90.88,76.47,
Upper-middle-income countries,OWID_UMC,1977,67.03,90.95,76.86,
Upper-middle-income countries,OWID_UMC,1978,68.03,91.43,78.42,
Upper-middle-income countries,OWID_UMC,1979,69.11,91.99,79.97,
Upper-middle-income countries,OWID_UMC,1980,70.09,92.35,81.51,
Upper-middle-income countries,OWID_UMC,1981,71.05,92.68,82.9,
Upper-middle-income countries,OWID_UMC,1982,71.95,92.9,84.03,
Upper-middle-income countries,OWID_UMC,1983,72.86,93.18,85.19,
Upper-middle-income countries,OWID_UMC,1984,73.93,93.52,86.33,
Upper-middle-income countries,OWID_UMC,1985,74.81,93.76,87.12,
Upper-middle-income countries,OWID_UMC,1986,75.66,94.0,87.86,
Upper-middle-income countries,OWID_UMC,1987,76.53,94.65,88.95,
Upper-middle-income countries,OWID_UMC,1988,79.75,95.06,90.74,
Upper-middle-income countries,OWID_UMC,1989,80.37,95.14,91.15,
Upper-middle-income countries,OWID_UMC,1990,81.08,95.3,91.7,
Upper-middle-income countries,OWID_UMC,1991,81.63,95.56,92.19,
Upper-middle-income countries,OWID_UMC,1992,82.2,95.77,92.61,
Upper-middle-income countries,OWID_UMC,1993,82.74,95.99,93.01,
Upper-middle-income countries,OWID_UMC,1994,83.26,96.2,93.43,
Upper-middle-income countries,OWID_UMC,1995,83.83,96.43,93.9,
Upper-middle-income countries,OWID_UMC,1996,84.32,96.54,94.27,
Upper-middle-income countries,OWID_UMC,1997,88.61,97.59,96.67,
Upper-middle-income countries,OWID_UMC,1998,89.02,97.64,96.79,
Upper-middle-income countries,OWID_UMC,1999,89.38,97.7,96.96,
Upper-middle-income countries,OWID_UMC,2000,89.79,97.79,97.05,
Upper-middle-income countries,OWID_UMC,2001,90.12,97.86,97.19,
Upper-middle-income countries,OWID_UMC,2002,90.47,98.0,97.38,
Upper-middle-income countries,OWID_UMC,2003,90.93,98.24,97.67,
Upper-middle-income countries,OWID_UMC,2004,91.28,98.32,97.84,
Upper-middle-income countries,OWID_UMC,2005,91.54,98.39,97.97,
Upper-middle-income countries,OWID_UMC,2006,91.84,98.25,97.81,
Upper-middle-income countries,OWID_UMC,2007,92.85,98.43,98.1,
Upper-middle-income countries,OWID_UMC,2008,93.28,98.79,98.55,
Upper-middle-income countries,OWID_UMC,2009,93.66,98.82,98.63,
Upper-middle-income countries,OWID_UMC,2010,93.77,98.7,98.61,
Upper-middle-income countries,OWID_UMC,2011,93.99,98.8,98.66,
Upper-middle-income countries,OWID_UMC,2012,94.27,98.92,98.76,
Upper-middle-income countries,OWID_UMC,2013,94.37,98.94,98.83,
Upper-middle-income countries,OWID_UMC,2014,94.75,99.13,99.03,
Upper-middle-income countries,OWID_UMC,2015,94.89,99.14,99.06,
Upper-middle-income countries,OWID_UMC,2016,95.12,99.18,99.13,
Upper-middle-income countries,OWID_UMC,2017,95.16,99.08,99.1,
Upper-middle-income countries,OWID_UMC,2018,95.32,99.09,99.12,
Upper-middle-income countries,OWID_UMC,2019,95.62,99.22,99.25,
Upper-middle-income countries,OWID_UMC,2020,95.73,99.23,99.26,
Upper-middle-income countries,OWID_UMC,2021,95.76,99.2,99.25,
Upper-middle-income countries,OWID_UMC,2022,95.91,99.2,99.27,
Upper-middle-income countries,OWID_UMC,2023,96.04,99.21,99.29,
Upper-middle-income countries,OWID_UMC,2024,96.17,99.26,99.33,
Uruguay,URY,1975,93.86,97.74,98.84,South America
Uruguay,URY,1985,95.38,98.26,99.0,South America
Uruguay,URY,1996,96.78,98.15,99.02,South America
Uruguay,URY,2006,97.79,98.31,99.11,South America
Uruguay,URY,2007,97.86,98.49,99.02,South America
Uruguay,URY,2008,98.16,98.63,99.32,South America
Uruguay,URY,2009,98.26,98.5,99.22,South America
Uruguay,URY,2010,98.07,98.36,99.23,South America
Uruguay,URY,2011,98.34,98.61,99.12,South America
Uruguay,URY,2012,98.4,98.63,99.3,South America
Uruguay,URY,2013,98.36,98.56,99.31,South America
Uruguay,URY,2014,98.44,98.31,99.39,South America
Uruguay,URY,2015,98.52,98.64,99.23,South America
Uruguay,URY,2016,98.56,98.87,99.44,South America
Uruguay,URY,2017,98.62,98.56,99.32,South America
Uruguay,URY,2018,98.7,98.6,99.17,South America
Uruguay,URY,2019,98.77,98.74,99.32,South America
Uruguay,URY,2020,98.95962,98.78699,99.36902,South America
Uruguay,URY,2021,,99.1,99.2,South America
Uruguay,URY,2022,98.85,98.9,99.38,South America
Uruguay,URY,2023,98.82549,98.7,99.4,South America
Uruguay,URY,2024,98.91,98.85,99.2,South America
Uzbekistan,UZB,2000,98.64,99.85,99.89,Asia
Uzbekistan,UZB,2006,,,100.0,Asia
Uzbekistan,UZB,2013,99.99,100.0,100.0,Asia
Uzbekistan,UZB,2014,99.98,100.0,100.0,Asia
Uzbekistan,UZB,2015,99.98,100.0,100.0,Asia
Uzbekistan,UZB,2016,99.99,100.0,100.0,Asia
Uzbekistan,UZB,2018,99.99,100.0,100.0,Asia
Uzbekistan,UZB,2019,100.0,100.0,100.0,Asia
Uzbekistan,UZB,2021,100.0,100.0,100.0,Asia
Uzbekistan,UZB,2022,100.0,100.0,100.0,Asia
Vanuatu,VUT,1979,52.87,75.74,67.64,Oceania
Vanuatu,VUT,1999,74.0,,,
Vanuatu,VUT,2019,92.47445,96.02108,96.81652,Oceania
Vanuatu,VUT,2020,89.7931,88.4881,88.833786,Oceania
Vanuatu,VUT,2023,87.96,93.36,94.51,Oceania
Venezuela,VEN,1981,84.73,92.33,93.89,South America
Venezuela,VEN,1990,89.83,94.52,96.36,South America
Venezuela,VEN,2000,,96.9,98.2,South America
Venezuela,VEN,2001,92.98,96.33,98.07,South America
Venezuela,VEN,2002,,97.2,98.4,South America
Venezuela,VEN,2003,,97.2,98.5,South America
Venezuela,VEN,2004,,97.7,98.6,South America
Venezuela,VEN,2005,94.370705,97.6,98.5,South America
Venezuela,VEN,2006,94.66207,97.8,98.8,South America
Venezuela,VEN,2007,95.15,97.97,98.84,South America
Venezuela,VEN,2008,95.3117,98.1,98.9,South America
Venezuela,VEN,2009,95.51,98.27,98.8,South America
Venezuela,VEN,2010,95.39242,98.1,98.8,South America
Venezuela,VEN,2011,94.77,96.89,98.24,South America
Venezuela,VEN,2012,95.98719,98.6,99.1,South America
Venezuela,VEN,2013,,98.5,98.9,South America
Venezuela,VEN,2014,,98.6,99.2,South America
Venezuela,VEN,2015,96.61,98.71,99.32,South America
Venezuela,VEN,2016,97.13,98.44,99.09,South America
Venezuela,VEN,2017,97.183716,98.36817,99.23415,South America
Vietnam,VNM,1979,83.83,96.11,94.02,Asia
Vietnam,VNM,1989,87.6,94.08,93.4,Asia
Vietnam,VNM,1999,90.28,94.76,94.3,Asia
Vietnam,VNM,2000,90.16,95.59,94.06,Asia
Vietnam,VNM,2006,,,100.0,Asia
Vietnam,VNM,2009,93.52,97.4,96.78,Asia
Vietnam,VNM,2014,,,98.81,Asia
Vietnam,VNM,2019,95.75,98.71,98.54,Asia
Vietnam,VNM,2020,,97.48,98.97,Asia
Vietnam,VNM,2022,96.13,98.96,99.14,Asia
Wallis and Futuna,WLF,2018,99.320526,100.0,100.0,Oceania
Wallis and Futuna,WLF,2019,99.313416,100.0,100.0,Oceania
Wallis and Futuna,WLF,2020,96.55,98.42,99.06,Oceania
Wallis and Futuna,WLF,2023,99.43576,100.0,100.0,Oceania
World,OWID_WRL,1975,65.42,82.65,67.14,
World,OWID_WRL,1976,65.57,82.64,67.25,
World,OWID_WRL,1977,65.88,82.74,67.67,
World,OWID_WRL,1978,66.5,83.04,68.63,
World,OWID_WRL,1979,67.15,83.41,69.66,
World,OWID_WRL,1980,67.76,83.62,70.61,
World,OWID_WRL,1981,68.35,83.82,71.5,
World,OWID_WRL,1982,68.93,84.02,72.36,
World,OWID_WRL,1983,69.49,84.18,73.12,
World,OWID_WRL,1984,70.15,84.44,74.03,
World,OWID_WRL,1985,70.73,84.7,74.83,
World,OWID_WRL,1986,71.27,84.95,75.57,
World,OWID_WRL,1987,71.94,85.49,76.54,
World,OWID_WRL,1988,73.55,86.42,76.88,
World,OWID_WRL,1989,74.07,86.64,77.44,
World,OWID_WRL,1990,74.63,86.86,78.08,
World,OWID_WRL,1991,75.06,87.07,78.6,
World,OWID_WRL,1992,75.51,87.38,79.04,
World,OWID_WRL,1993,75.97,87.71,79.41,
World,OWID_WRL,1994,76.42,87.88,79.9,
World,OWID_WRL,1995,76.87,88.04,80.4,
World,OWID_WRL,1996,77.3,88.18,80.88,
World,OWID_WRL,1997,79.3,88.69,82.17,
World,OWID_WRL,1998,80.52,89.7,82.84,
World,OWID_WRL,1999,80.9,89.87,83.35,
World,OWID_WRL,2000,81.12,89.87,83.42,
World,OWID_WRL,2001,81.37,89.97,83.9,
World,OWID_WRL,2002,81.74,90.41,84.41,
World,OWID_WRL,2003,82.22,90.85,84.9,
World,OWID_WRL,2004,82.56,91.02,85.43,
World,OWID_WRL,2005,82.57,91.4,85.47,
World,OWID_WRL,2006,82.53,90.92,85.51,
World,OWID_WRL,2007,83.12,91.09,86.03,
World,OWID_WRL,2008,83.48,91.41,86.56,
World,OWID_WRL,2009,83.8,91.52,86.93,
World,OWID_WRL,2010,84.37,91.9,87.33,
World,OWID_WRL,2011,84.71,92.09,87.93,
World,OWID_WRL,2012,84.91,92.34,88.34,
World,OWID_WRL,2013,85.21,92.69,88.95,
World,OWID_WRL,2014,85.56,92.79,89.34,
World,OWID_WRL,2015,85.96,92.94,89.76,
World,OWID_WRL,2016,86.28,93.01,90.08,
World,OWID_WRL,2017,86.47,93.1,90.3,
World,OWID_WRL,2018,86.76,93.15,90.41,
World,OWID_WRL,2019,86.79,93.9,91.11,
World,OWID_WRL,2020,86.98,93.94,91.27,
World,OWID_WRL,2021,87.17,93.99,91.46,
World,OWID_WRL,2022,87.39,94.0,91.63,
World,OWID_WRL,2023,87.58,94.06,91.83,
World,OWID_WRL,2024,87.74,94.13,92.02,
Yemen,YEM,1994,37.09,82.8,35.38,Asia
Yemen,YEM,2006,,,65.66,Asia
Yemen,YEM,2013,,,64.08,Asia
Yemen,YEM,2023,,61.76,76.92,Asia
Zambia,ZMB,1990,65.0,67.27,65.52,Africa
Zambia,ZMB,1999,68.0,72.62,66.23,Africa
Zambia,ZMB,2002,69.15,77.73,66.31,Africa
Zambia,ZMB,2010,83.14,91.2,86.51,Africa
Zambia,ZMB,2018,71.13,82.45,72.91,Africa
Zambia,ZMB,2019,,86.264465,,Africa
Zambia,ZMB,2020,81.753006,88.25815,83.83095,Africa
Zambia,ZMB,2021,79.94946,85.34498,82.951485,Africa
Zambia,ZMB,2022,79.984146,86.79978,82.18072,Africa
Zambia,ZMB,2023,,86.29098,,Africa
Zambia,ZMB,2024,71.77,79.31,75.96,Africa
Zimbabwe,ZWE,1982,77.79,93.83,84.81,Africa
Zimbabwe,ZWE,1992,83.51,96.54,94.35,Africa
Zimbabwe,ZWE,2009,,,95.65,Africa
Zimbabwe,ZWE,2014,,,96.31,Africa
Zimbabwe,ZWE,2019,93.23,90.77,94.22,Africa
