entity,code,year,illiteracy_rate,literacy_rate
Europe and Central Asia (WB),WB_ECA,1996,3.8700027,96.13
Europe and Central Asia (WB),WB_ECA,1997,3.7399979,96.26
Europe and Central Asia (WB),WB_ECA,1998,3.5800018,96.42
Europe and Central Asia (WB),WB_ECA,1999,3.459999,96.54
Europe and Central Asia (WB),WB_ECA,2000,3.3600006,96.64
Europe and Central Asia (WB),WB_ECA,2002,3.0999985,96.9
Europe and Central Asia (WB),WB_ECA,2003,3.0100021,96.99
Europe and Central Asia (WB),WB_ECA,2004,2.9300003,97.07
Europe and Central Asia (WB),WB_ECA,2005,2.8099976,97.19
Europe and Central Asia (WB),WB_ECA,2006,2.75,97.25
Europe and Central Asia (WB),WB_ECA,2007,2.6699982,97.33
Europe and Central Asia (WB),WB_ECA,2008,2.550003,97.45
Europe and Central Asia (WB),WB_ECA,2009,2.290001,97.71
Europe and Central Asia (WB),WB_ECA,2010,2.1299973,97.87
Europe and Central Asia (WB),WB_ECA,2011,1.9800034,98.02
Europe and Central Asia (WB),WB_ECA,2012,1.8799973,98.12
Europe and Central Asia (WB),WB_ECA,2013,1.8199997,98.18
Europe and Central Asia (WB),WB_ECA,2014,1.7799988,98.22
Europe and Central Asia (WB),WB_ECA,2015,1.7300034,98.27
Europe and Central Asia (WB),WB_ECA,2016,1.6699982,98.33
Europe and Central Asia (WB),WB_ECA,2017,1.5899963,98.41
Europe and Central Asia (WB),WB_ECA,2018,1.5,98.5
Europe and Central Asia (WB),WB_ECA,2019,1.4300003,98.57
Europe and Central Asia (WB),WB_ECA,2020,1.3899994,98.61
Europe and Central Asia (WB),WB_ECA,2021,1.2600021,98.74
Europe and Central Asia (WB),WB_ECA,2022,1.25,98.75
Europe and Central Asia (WB),WB_ECA,2023,1.2300034,98.77
Europe and Northern America (SDG),,2003,2.0899963,97.91
Europe and Northern America (SDG),,2004,2.0299988,97.97
Europe and Northern America (SDG),,2005,1.9800034,98.02
Europe and Northern America (SDG),,2006,1.9100037,98.09
Europe and Northern America (SDG),,2018,1.3799973,98.62
Europe and Northern America (SDG),,2019,1.3499985,98.65
Europe and Northern America (SDG),,2020,1.3300018,98.67
Europe and Northern America (SDG),,2021,1.2200012,98.78
Europe and Northern America (SDG),,2022,1.2200012,98.78
Falkland Islands,FLK,1950,7.5,92.5
Faroe Islands,FRO,1950,1.5,98.5
Fiji,FJI,1950,32.5,67.5
Finland,FIN,1900,61.2,38.8
Finland,FIN,1910,44.7,55.3
Finland,FIN,1920,30.1,69.9
Finland,FIN,1930,15.9,84.1
Finland,FIN,1950,1.5,98.5
France,FRA,1475,94.0,6.0
France,FRA,1550,81.0,19.0
France,FRA,1650,71.0,29.0
France,FRA,1750,71.0,29.0
France,FRA,1901,16.5,83.5
France,FRA,1906,14.1,85.9
France,FRA,1911,11.9,88.1
France,FRA,1921,8.2,91.8
France,FRA,1926,6.1,93.9
France,FRA,1931,5.3,94.7
France,FRA,1936,4.0,96.0
France,FRA,1946,3.4,96.6
France,FRA,1950,3.5,96.5
French Guiana,GUF,1950,32.5,67.5
French Guiana,GUF,1982,17.080002,82.92
French Polynesia,PYF,1950,67.5,32.5
Gabon,GAB,1993,27.769997,72.23
Gabon,GAB,2021,11.139999,88.86
Gambia,GMB,1950,92.5,7.5
Gambia,GMB,2000,63.18,36.82
Gambia,GMB,2015,49.22,50.78
Gambia,GMB,2018,46.84,53.16
Gambia,GMB,2021,48.36,51.64
Georgia,GEO,2002,0.34999847,99.65
Georgia,GEO,2014,0.41000366,99.59
Georgia,GEO,2017,0.6399994,99.36
Georgia,GEO,2018,0.34999847,99.65
Georgia,GEO,2019,0.12428284,99.87572
Georgia,GEO,2020,0.106933594,99.89307
Georgia,GEO,2021,0.08191681,99.91808
Georgia,GEO,2022,0.4300003,99.57
Georgia,GEO,2023,0.44000244,99.56
Georgia,GEO,2024,0.3199997,99.68
Germany,DEU,1475,91.0,9.0
Germany,DEU,1550,84.0,16.0
Germany,DEU,1650,69.0,31.0
Germany,DEU,1750,62.0,38.0
Germany,DEU,1950,1.5,98.5
Ghana,GHA,1950,77.5,22.5
Ghana,GHA,2000,42.1,57.9
Ghana,GHA,2010,28.5,71.5
Ghana,GHA,2015,39.801895,60.198105
Ghana,GHA,2017,35.510002,64.49
Ghana,GHA,2021,23.510002,76.49
Gibraltar,GIB,1950,32.5,67.5
Greece,GRC,1907,60.5,39.5
Greece,GRC,1920,52.0,48.0
Greece,GRC,1928,41.9,58.1
Greece,GRC,1950,27.5,72.5
Greece,GRC,1981,9.489998,90.51
Greece,GRC,1991,7.3899994,92.61
Greece,GRC,2001,4.010002,95.99
Greece,GRC,2009,6.0899963,93.91
Greenland,GRL,1950,1.5,98.5
Grenada,GRD,1950,32.5,67.5
Grenada,GRD,1970,2.209999,97.79
Guadeloupe,GLP,1950,32.5,67.5
Guadeloupe,GLP,1982,9.900002,90.1
Guam,GUM,1950,12.5,87.5
Guam,GUM,1980,3.5800018,96.42
Guam,GUM,1990,0.62999725,99.37
Guatemala,GTM,1950,72.5,27.5
Guatemala,GTM,1994,35.79,64.21
Guatemala,GTM,2002,30.900002,69.1
Guatemala,GTM,2012,21.739998,78.26
Guatemala,GTM,2013,22.96,77.04
Guatemala,GTM,2014,18.71,81.29
Guatemala,GTM,2015,19.800003,80.2
Guatemala,GTM,2018,19.190002,80.81
Guatemala,GTM,2022,16.970001,83.03
Guatemala,GTM,2023,16.980423,83.01958
Guatemala,GTM,2024,17.89,82.11
Guinea,GIN,1996,79.45,20.55
Guinea,GIN,2003,70.3,29.7
Guinea,GIN,2010,74.69,25.31
Guinea,GIN,2014,68.0,32.0
Guinea,GIN,2018,60.38,39.62
Guinea-Bissau,GNB,1950,97.0,3.0
Guinea-Bissau,GNB,1979,80.04,19.96
Guinea-Bissau,GNB,2000,58.64,41.36
Guinea-Bissau,GNB,2019,45.12,54.88
Guinea-Bissau,GNB,2022,36.07,63.93
Guyana,GUY,1950,22.5,77.5
Guyana,GUY,2020,14.360001,85.64
Haiti,HTI,1950,87.5,12.5
Haiti,HTI,1982,65.270004,34.73
Haiti,HTI,2003,41.26,58.74
Haiti,HTI,2012,26.046661,73.95334
Haiti,HTI,2017,31.989998,68.01
High-income countries,OWID_HIC,2020,2.290001,97.71
Honduras,HND,1926,73.9,26.1
Honduras,HND,1930,66.6,33.4
Honduras,HND,1935,67.4,32.6
Honduras,HND,1940,65.3,34.7
Honduras,HND,1945,63.7,36.3
Honduras,HND,1950,62.5,37.5
Honduras,HND,2001,19.989998,80.01
Honduras,HND,2007,16.410004,83.59
Honduras,HND,2010,15.239998,84.76
Honduras,HND,2011,14.879997,85.12
Honduras,HND,2012,14.639999,85.36
Honduras,HND,2013,14.540001,85.46
Honduras,HND,2014,12.800003,87.2
Honduras,HND,2015,12.089996,87.91
Honduras,HND,2016,11.010002,88.99
Honduras,HND,2018,12.790001,87.21
Honduras,HND,2019,11.489998,88.51
Honduras,HND,2022,11.780724,88.21928
Honduras,HND,2023,12.910004,87.09
Honduras,HND,2024,11.75,88.25
Hong Kong,HKG,1950,42.5,57.5
Hungary,HUN,1900,39.9,60.1
Hungary,HUN,1910,32.3,67.7
Hungary,HUN,1920,13.4,86.6
Hungary,HUN,1930,10.0,90.0
Hungary,HUN,1941,6.4,93.6
Hungary,HUN,1950,4.5,95.5
Hungary,HUN,1980,1.1399994,98.86
Iceland,ISL,1950,1.5,98.5
India,IND,1901,93.8,6.2
India,IND,1911,93.0,7.0
India,IND,1921,91.7,8.3
India,IND,1931,90.9,9.1
India,IND,1950,82.5,17.5
India,IND,1981,59.24,40.76
India,IND,1991,51.78,48.22
India,IND,2001,38.99,61.01
India,IND,2006,37.25,62.75
India,IND,2010,31.67418,68.32582
India,IND,2011,30.699997,69.3
India,IND,2012,30.172073,69.82793
India,IND,2018,26.311646,73.688354
India,IND,2019,25.10614,74.89386
India,IND,2020,24.472939,75.52706
India,IND,2021,23.940338,76.05966
India,IND,2022,23.68,76.32
India,IND,2023,18.300003,81.7
India,IND,2024,21.837463,78.16254
Indonesia,IDN,1950,82.5,17.5
Indonesia,IDN,1980,32.690002,67.31
Indonesia,IDN,1990,18.480003,81.52
Indonesia,IDN,2004,9.620003,90.38
Indonesia,IDN,2006,8.019997,91.98
Indonesia,IDN,2008,7.8099976,92.19
Indonesia,IDN,2009,7.419998,92.58
Indonesia,IDN,2010,7.6800003,92.32
Indonesia,IDN,2011,7.1900024,92.81
Indonesia,IDN,2014,4.8799973,95.12
Indonesia,IDN,2015,4.779999,95.22
Indonesia,IDN,2016,4.6200027,95.38
Indonesia,IDN,2018,4.3399963,95.66
Indonesia,IDN,2020,4.0,96.0
Iran,IRN,1950,87.5,12.5
Iran,IRN,1976,63.48,36.52
Iran,IRN,1986,47.68,52.32
Iran,IRN,1991,34.47,65.53
Iran,IRN,1996,26.940002,73.06
Iran,IRN,2002,23.0,77.0
Iran,IRN,2005,17.559998,82.44
Iran,IRN,2006,17.669998,82.33
Iran,IRN,2008,17.04,82.96
Iran,IRN,2009,16.777763,83.22224
Iran,IRN,2010,16.335335,83.664665
Iran,IRN,2011,16.480003,83.52
Iran,IRN,2012,16.370003,83.63
Iran,IRN,2013,15.370003,84.63
Iran,IRN,2014,15.290001,84.71
Iran,IRN,2015,14.716568,85.28343
Iran,IRN,2016,14.459999,85.54
Iran,IRN,2017,14.053207,85.94679
Iran,IRN,2018,13.131165,86.868835
Iran,IRN,2019,12.62117,87.37883
Iran,IRN,2020,12.097176,87.902824
Iran,IRN,2021,11.544403,88.4556
Iran,IRN,2022,11.405769,88.59423
Iran,IRN,2023,11.083183,88.91682
Iraq,IRQ,1950,87.5,12.5
Iraq,IRQ,2000,25.949997,74.05
Iraq,IRQ,2012,22.800003,77.2
Iraq,IRQ,2014,17.800003,82.2
Iraq,IRQ,2016,16.699997,83.3
Iraq,IRQ,2017,14.400002,85.6
Iraq,IRQ,2021,15.935104,84.064896
Ireland,IRL,1475,100.0,0.0
Ireland,IRL,1550,100.0,0.0
Ireland,IRL,1650,97.0,3.0
Ireland,IRL,1750,79.0,21.0
Ireland,IRL,1950,1.5,98.5
Isle of Man,IMN,1950,1.5,98.5
Israel,ISR,1950,7.5,92.5
Israel,ISR,1983,8.25,91.75
Italy,ITA,1475,85.0,15.0
Italy,ITA,1550,82.0,18.0
Italy,ITA,1650,77.0,23.0
Italy,ITA,1750,77.0,23.0
Italy,ITA,1901,48.2,51.8
Italy,ITA,1911,37.2,62.8
Italy,ITA,1921,26.8,73.2
Italy,ITA,1931,21.6,78.4
Italy,ITA,1950,12.5,87.5
Italy,ITA,1981,3.540001,96.46
Italy,ITA,2001,1.5800018,98.42
Italy,ITA,2011,1.1500015,98.85
Italy,ITA,2019,0.6500015,99.35
Jamaica,JAM,1950,27.5,72.5
Jamaica,JAM,1999,20.080002,79.92
Japan,JPN,1950,2.5,97.5
Jordan,JOR,1950,82.5,17.5
Jordan,JOR,1979,33.199997,66.8
Jordan,JOR,2003,10.110001,89.89
Jordan,JOR,2005,8.870003,91.13
Jordan,JOR,2007,7.800003,92.2
Jordan,JOR,2010,7.449997,92.55
Jordan,JOR,2011,4.0999985,95.9
Jordan,JOR,2012,2.1100006,97.89
Jordan,JOR,2018,4.5699997,95.43
Jordan,JOR,2023,5.1500015,94.85
Jordan,JOR,2024,5.5599976,94.44
Kazakhstan,KAZ,1989,2.4700012,97.53
Kazakhstan,KAZ,1999,0.48999786,99.51
Kazakhstan,KAZ,2009,0.26999664,99.73
Kenya,KEN,1950,77.5,22.5
Kenya,KEN,2000,17.769997,82.23
Kiribati,KIR,1950,7.5,92.5
Kiribati,KIR,2018,2.040001,97.96
Kiribati,KIR,2020,1.3920212,98.60798
Kuwait,KWT,1950,82.5,17.5
Kuwait,KWT,1975,40.44,59.56
Kuwait,KWT,1980,32.480003,67.52
Kuwait,KWT,1985,25.510002,74.49
Kuwait,KWT,1995,21.599998,78.4
Kuwait,KWT,2005,6.7300034,93.27
Kuwait,KWT,2006,6.720001,93.28
Kuwait,KWT,2007,6.3399963,93.66
Kuwait,KWT,2008,6.0999985,93.9
Kuwait,KWT,2010,5.529999,94.47
Kuwait,KWT,2012,4.489998,95.51
Kuwait,KWT,2013,4.4100037,95.59
Kuwait,KWT,2015,4.3099976,95.69
Kuwait,KWT,2017,3.959999,96.04
Kuwait,KWT,2018,3.9400024,96.06
Kuwait,KWT,2020,3.540001,96.46
Kyrgyzstan,KGZ,1999,1.300003,98.7
Kyrgyzstan,KGZ,2009,0.76000214,99.24
Laos,LAO,1950,82.5,17.5
Laos,LAO,1995,39.75,60.25
Laos,LAO,2000,30.419998,69.58
Laos,LAO,2001,31.269997,68.73
Laos,LAO,2005,27.300003,72.7
Laos,LAO,2015,15.339996,84.66
Laos,LAO,2017,26.279999,73.72
Laos,LAO,2023,24.36,75.64
Latin America and Caribbean (WB),WB_LAC,1974,21.870003,78.13
Latin America and Caribbean (WB),WB_LAC,1975,21.849998,78.15
Latin America and Caribbean (WB),WB_LAC,1976,21.449997,78.55
Latin America and Caribbean (WB),WB_LAC,1977,21.010002,78.99
Latin America and Caribbean (WB),WB_LAC,1978,20.550003,79.45
Latin America and Caribbean (WB),WB_LAC,1979,20.14,79.86
Latin America and Caribbean (WB),WB_LAC,1980,19.769997,80.23
Latin America and Caribbean (WB),WB_LAC,1981,19.36,80.64
Latin America and Caribbean (WB),WB_LAC,1982,18.970001,81.03
Latin America and Caribbean (WB),WB_LAC,1983,18.589996,81.41
Latin America and Caribbean (WB),WB_LAC,1984,18.220001,81.78
Latin America and Caribbean (WB),WB_LAC,1985,17.870003,82.13
Latin America and Caribbean (WB),WB_LAC,1986,17.519997,82.48
Latin America and Caribbean (WB),WB_LAC,1987,17.220001,82.78
Latin America and Caribbean (WB),WB_LAC,1988,16.769997,83.23
Latin America and Caribbean (WB),WB_LAC,1989,16.349998,83.65
Latin America and Caribbean (WB),WB_LAC,1990,16.029999,83.97
Latin America and Caribbean (WB),WB_LAC,1991,15.349998,84.65
Latin America and Caribbean (WB),WB_LAC,1992,14.68,85.32
Latin America and Caribbean (WB),WB_LAC,1993,14.019997,85.98
Latin America and Caribbean (WB),WB_LAC,1994,13.379997,86.62
Latin America and Caribbean (WB),WB_LAC,1995,12.739998,87.26
Latin America and Caribbean (WB),WB_LAC,1996,12.349998,87.65
Latin America and Caribbean (WB),WB_LAC,1997,12.07,87.93
Latin America and Caribbean (WB),WB_LAC,1998,11.709999,88.29
Latin America and Caribbean (WB),WB_LAC,1999,11.379997,88.62
Latin America and Caribbean (WB),WB_LAC,2000,11.080002,88.92
Latin America and Caribbean (WB),WB_LAC,2001,10.889999,89.11
Latin America and Caribbean (WB),WB_LAC,2002,10.599998,89.4
Latin America and Caribbean (WB),WB_LAC,2003,9.900002,90.1
Latin America and Caribbean (WB),WB_LAC,2004,9.620003,90.38
Latin America and Caribbean (WB),WB_LAC,2005,9.639999,90.36
Latin America and Caribbean (WB),WB_LAC,2006,9.43,90.57
Latin America and Caribbean (WB),WB_LAC,2007,8.589996,91.41
Latin America and Caribbean (WB),WB_LAC,2008,8.290001,91.71
Latin America and Caribbean (WB),WB_LAC,2009,8.099998,91.9
Latin America and Caribbean (WB),WB_LAC,2010,8.18,91.82
Latin America and Caribbean (WB),WB_LAC,2011,7.4800034,92.52
Latin America and Caribbean (WB),WB_LAC,2012,7.169998,92.83
Latin America and Caribbean (WB),WB_LAC,2013,7.1900024,92.81
Latin America and Caribbean (WB),WB_LAC,2014,6.6900024,93.31
Latin America and Caribbean (WB),WB_LAC,2015,6.550003,93.45
Latin America and Caribbean (WB),WB_LAC,2016,6.1100006,93.89
Latin America and Caribbean (WB),WB_LAC,2017,6.080002,93.92
Latin America and Caribbean (WB),WB_LAC,2018,5.9000015,94.1
Latin America and Caribbean (WB),WB_LAC,2019,5.7300034,94.27
Latin America and Caribbean (WB),WB_LAC,2020,5.669998,94.33
Latin America and Caribbean (WB),WB_LAC,2021,5.5,94.5
Latin America and Caribbean (WB),WB_LAC,2022,5.3199997,94.68
Latin America and Caribbean (WB),WB_LAC,2023,5.169998,94.83
Latin America and Caribbean (WB),WB_LAC,2024,5.050003,94.95
Latin America and the Caribbean (SDG),,1974,21.870003,78.13
Latin America and the Caribbean (SDG),,1975,21.849998,78.15
Latin America and the Caribbean (SDG),,1976,21.449997,78.55
Latin America and the Caribbean (SDG),,1977,21.010002,78.99
Latin America and the Caribbean (SDG),,1978,20.550003,79.45
Latin America and the Caribbean (SDG),,1979,20.14,79.86
Latin America and the Caribbean (SDG),,1980,19.769997,80.23
Latin America and the Caribbean (SDG),,1981,19.36,80.64
Latin America and the Caribbean (SDG),,1982,18.970001,81.03
Latin America and the Caribbean (SDG),,1983,18.589996,81.41
Latin America and the Caribbean (SDG),,1984,18.220001,81.78
Latin America and the Caribbean (SDG),,1985,17.86,82.14
Latin America and the Caribbean (SDG),,1986,17.519997,82.48
Latin America and the Caribbean (SDG),,1987,17.220001,82.78
Latin America and the Caribbean (SDG),,1988,16.769997,83.23
Latin America and the Caribbean (SDG),,1989,16.349998,83.65
Latin America and the Caribbean (SDG),,1990,16.029999,83.97
Latin America and the Caribbean (SDG),,1991,15.349998,84.65
Latin America and the Caribbean (SDG),,1992,14.68,85.32
Latin America and the Caribbean (SDG),,1993,14.019997,85.98
Latin America and the Caribbean (SDG),,1994,13.379997,86.62
Latin America and the Caribbean (SDG),,1995,12.739998,87.26
Latin America and the Caribbean (SDG),,1996,12.349998,87.65
Latin America and the Caribbean (SDG),,1997,12.07,87.93
Latin America and the Caribbean (SDG),,1998,11.709999,88.29
Latin America and the Caribbean (SDG),,1999,11.379997,88.62
Latin America and the Caribbean (SDG),,2000,11.080002,88.92
Latin America and the Caribbean (SDG),,2001,10.889999,89.11
Latin America and the Caribbean (SDG),,2002,10.599998,89.4
Latin America and the Caribbean (SDG),,2003,9.900002,90.1
Latin America and the Caribbean (SDG),,2004,9.620003,90.38
Latin America and the Caribbean (SDG),,2005,9.639999,90.36
Latin America and the Caribbean (SDG),,2006,9.43,90.57
Latin America and the Caribbean (SDG),,2007,8.589996,91.41
Latin America and the Caribbean (SDG),,2008,8.290001,91.71
Latin America and the Caribbean (SDG),,2009,8.099998,91.9
Latin America and the Caribbean (SDG),,2010,8.18,91.82
Latin America and the Caribbean (SDG),,2011,7.4800034,92.52
Latin America and the Caribbean (SDG),,2012,7.169998,92.83
Latin America and the Caribbean (SDG),,2013,7.1900024,92.81
Latin America and the Caribbean (SDG),,2014,6.6900024,93.31
Latin America and the Caribbean (SDG),,2015,6.550003,93.45
Latin America and the Caribbean (SDG),,2016,6.1100006,93.89
Latin America and the Caribbean (SDG),,2017,6.080002,93.92
Latin America and the Caribbean (SDG),,2018,5.9000015,94.1
Latin America and the Caribbean (SDG),,2019,5.7300034,94.27
Latin America and the Caribbean (SDG),,2020,5.669998,94.33
Latin America and the Caribbean (SDG),,2021,5.5,94.5
Latin America and the Caribbean (SDG),,2022,5.3199997,94.68
Latin America and the Caribbean (SDG),,2023,5.169998,94.83
Latin America and the Caribbean (SDG),,2024,5.050003,94.95
Latvia,LVA,1989,0.55000305,99.45
Latvia,LVA,2000,0.25,99.75
Latvia,LVA,2011,0.099998474,99.9
Lebanon,LBN,1950,52.5,47.5
Lebanon,LBN,2007,10.389999,89.61
Lebanon,LBN,2009,8.82,91.18
Lebanon,LBN,2018,7.330002,92.67
Lebanon,LBN,2019,7.9900284,92.00997
Lesotho,LSO,1950,47.5,52.5
Lesotho,LSO,2000,13.75,86.25
Lesotho,LSO,2006,33.9,66.1
Lesotho,LSO,2016,2.7300034,97.27
Lesotho,LSO,2018,13.760002,86.24
Lesotho,LSO,2019,7.603836,92.396164
Lesotho,LSO,2024,9.550003,90.45
Liberia,LBR,1950,92.5,7.5
Liberia,LBR,1984,67.89,32.11
Liberia,LBR,2010,40.59697,59.40303
Libya,LBY,1950,92.5,7.5
Libya,LBY,1984,39.84,60.16
Liechtenstein,LIE,1950,1.5,98.5
Lithuania,LTU,1989,1.5599976,98.44
Lithuania,LTU,2001,0.34999847,99.65
Lithuania,LTU,2011,0.1800003,99.82
Low-income countries,OWID_LIC,1988,53.52,46.48
Low-income countries,OWID_LIC,1989,53.09,46.91
Low-income countries,OWID_LIC,1990,52.58,47.42
Low-income countries,OWID_LIC,1991,52.3,47.7
Low-income countries,OWID_LIC,1992,52.18,47.82
Low-income countries,OWID_LIC,1993,51.92,48.08
Low-income countries,OWID_LIC,1994,51.66,48.34
Low-income countries,OWID_LIC,1995,51.18,48.82
Low-income countries,OWID_LIC,1996,50.84,49.16
Low-income countries,OWID_LIC,1997,50.23,49.77
Low-income countries,OWID_LIC,1998,49.56,50.44
Low-income countries,OWID_LIC,1999,48.99,51.01
Low-income countries,OWID_LIC,2000,48.57,51.43
Low-income countries,OWID_LIC,2001,47.93,52.07
Low-income countries,OWID_LIC,2002,47.28,52.72
Low-income countries,OWID_LIC,2003,46.86,53.14
Low-income countries,OWID_LIC,2004,46.39,53.61
Low-income countries,OWID_LIC,2005,45.98,54.02
Low-income countries,OWID_LIC,2006,47.83,52.17
Low-income countries,OWID_LIC,2007,46.61,53.39
Low-income countries,OWID_LIC,2008,45.75,54.25
Low-income countries,OWID_LIC,2009,45.23,54.77
Low-income countries,OWID_LIC,2010,44.73,55.27
Low-income countries,OWID_LIC,2011,42.51,57.49
Low-income countries,OWID_LIC,2012,42.02,57.98
Low-income countries,OWID_LIC,2013,41.1,58.9
Low-income countries,OWID_LIC,2014,40.97,59.03
Low-income countries,OWID_LIC,2015,40.3,59.7
Low-income countries,OWID_LIC,2016,39.64,60.36
Low-income countries,OWID_LIC,2017,38.58,61.42
Low-income countries,OWID_LIC,2018,38.28,61.72
Low-income countries,OWID_LIC,2019,38.26,61.74
Low-income countries,OWID_LIC,2020,38.12,61.88
Low-income countries,OWID_LIC,2021,37.67,62.33
Low-income countries,OWID_LIC,2022,37.23,62.77
Low-income countries,OWID_LIC,2023,36.79,63.21
Low-income countries,OWID_LIC,2024,36.43,63.57
Lower-middle-income countries,OWID_LMC,1975,56.27,43.73
Lower-middle-income countries,OWID_LMC,1976,56.17,43.83
Lower-middle-income countries,OWID_LMC,1977,55.61,44.39
Lower-middle-income countries,OWID_LMC,1978,55.03,44.97
Lower-middle-income countries,OWID_LMC,1979,54.46,45.54
Lower-middle-income countries,OWID_LMC,1980,53.9,46.1
Lower-middle-income countries,OWID_LMC,1981,53.35,46.65
Lower-middle-income countries,OWID_LMC,1982,52.77,47.23
Lower-middle-income countries,OWID_LMC,1983,52.27,47.73
Lower-middle-income countries,OWID_LMC,1984,51.66,48.34
Lower-middle-income countries,OWID_LMC,1985,51.05,48.95
Lower-middle-income countries,OWID_LMC,1986,50.51,49.49
Lower-middle-income countries,OWID_LMC,1987,49.66,50.34
Lower-middle-income countries,OWID_LMC,1988,49.0,51.0
Lower-middle-income countries,OWID_LMC,1989,48.3,51.7
Lower-middle-income countries,OWID_LMC,1990,47.58,52.42
Lower-middle-income countries,OWID_LMC,1991,46.82,53.18
Lower-middle-income countries,OWID_LMC,1992,45.9,54.1
Lower-middle-income countries,OWID_LMC,1993,45.0,55.0
Lower-middle-income countries,OWID_LMC,1994,44.13,55.87
Lower-middle-income countries,OWID_LMC,1995,43.31,56.69
Lower-middle-income countries,OWID_LMC,1996,42.48,57.52
Lower-middle-income countries,OWID_LMC,1997,41.65,58.35
Lower-middle-income countries,OWID_LMC,1998,38.15,61.85
Lower-middle-income countries,OWID_LMC,1999,37.36,62.64
Lower-middle-income countries,OWID_LMC,2000,37.13,62.87
Lower-middle-income countries,OWID_LMC,2001,36.39,63.61
Lower-middle-income countries,OWID_LMC,2002,35.65,64.35
Lower-middle-income countries,OWID_LMC,2003,34.6,65.4
Lower-middle-income countries,OWID_LMC,2004,33.89,66.11
Lower-middle-income countries,OWID_LMC,2005,34.1,65.9
Lower-middle-income countries,OWID_LMC,2006,34.14,65.86
Lower-middle-income countries,OWID_LMC,2007,33.629997,66.37
Lower-middle-income countries,OWID_LMC,2008,32.97,67.03
Lower-middle-income countries,OWID_LMC,2009,32.29,67.71
Lower-middle-income countries,OWID_LMC,2010,30.410004,69.59
Lower-middle-income countries,OWID_LMC,2011,29.71,70.29
Lower-middle-income countries,OWID_LMC,2012,29.279999,70.72
Lower-middle-income countries,OWID_LMC,2013,28.400002,71.6
Lower-middle-income countries,OWID_LMC,2014,27.769997,72.23
Lower-middle-income countries,OWID_LMC,2015,26.690002,73.31
Lower-middle-income countries,OWID_LMC,2016,25.93,74.07
Lower-middle-income countries,OWID_LMC,2017,25.39,74.61
Lower-middle-income countries,OWID_LMC,2018,24.559998,75.44
Lower-middle-income countries,OWID_LMC,2019,24.589996,75.41
Lower-middle-income countries,OWID_LMC,2020,23.96,76.04
Lower-middle-income countries,OWID_LMC,2021,23.349998,76.65
Lower-middle-income countries,OWID_LMC,2022,22.739998,77.26
Lower-middle-income countries,OWID_LMC,2023,22.220001,77.78
Lower-middle-income countries,OWID_LMC,2024,21.720001,78.28
Luxembourg,LUX,1950,3.5,96.5
Macao,MAC,1950,42.5,57.5
Macao,MAC,1981,9.620003,90.38
Macao,MAC,2001,8.699997,91.3
Macao,MAC,2006,6.5,93.5
Macao,MAC,2011,4.3600006,95.64
Macao,MAC,2016,3.459999,96.54
Madagascar,MDG,1950,67.5,32.5
Madagascar,MDG,2000,29.309998,70.69
Madagascar,MDG,2012,28.43,71.57
Madagascar,MDG,2018,23.32,76.68
Madagascar,MDG,2021,25.309998,74.69
Malawi,MWI,1950,92.5,7.5
Malawi,MWI,1987,51.46,48.54
Malawi,MWI,1998,35.870003,64.13
Malawi,MWI,2017,27.173325,72.826675
Malawi,MWI,2018,23.279999,76.72
Malawi,MWI,2020,29.849998,70.15
Malaysia,MYS,1950,62.5,37.5
Malaysia,MYS,1980,30.480003,69.52
Malaysia,MYS,1991,17.080002,82.92
Malaysia,MYS,2000,11.309998,88.69
Malaysia,MYS,2010,6.8799973,93.12
Malaysia,MYS,2016,5.1200027,94.88
Malaysia,MYS,2017,4.919998,95.08
Malaysia,MYS,2018,5.1500015,94.85
Malaysia,MYS,2019,5.029999,94.97
Malaysia,MYS,2022,4.2300034,95.77
Maldives,MDV,1950,27.5,72.5
Maldives,MDV,1977,17.699997,82.3
Maldives,MDV,1985,7.7699966,92.23
Maldives,MDV,1990,3.9800034,96.02
Maldives,MDV,1995,3.6699982,96.33
Maldives,MDV,2000,3.6699982,96.33
Maldives,MDV,2006,1.5999985,98.4
Maldives,MDV,2014,1.3899994,98.61
Maldives,MDV,2016,2.2699966,97.73
Maldives,MDV,2017,5.489998,94.51
Maldives,MDV,2019,1.7900009,98.21
Mali,MLI,1976,90.57,9.43
Mali,MLI,1998,80.96,19.04
Mali,MLI,2003,76.0,24.0
Mali,MLI,2006,73.82,26.18
Mali,MLI,2010,68.9,31.1
Mali,MLI,2011,69.38,30.62
Mali,MLI,2015,66.93,33.07
Mali,MLI,2018,64.53,35.47
Mali,MLI,2024,64.369995,35.63
Malta,MLT,1950,42.5,57.5
Malta,MLT,1985,13.07,86.93
Malta,MLT,1995,12.129997,87.87
Malta,MLT,2005,7.6399994,92.36
Malta,MLT,2011,6.6900024,93.31
Marshall Islands,MHL,2011,1.7300034,98.27
Marshall Islands,MHL,2019,1.8199997,98.18
Marshall Islands,MHL,2021,4.237068,95.76293
Martinique,MTQ,1950,27.5,72.5
Martinique,MTQ,1982,7.199997,92.8
Mauritania,MRT,2000,48.79,51.21
Mauritania,MRT,2013,37.93,62.07
Mauritania,MRT,2015,34.89,65.11
Mauritania,MRT,2020,40.47,59.53
Mauritius,MUS,1950,47.5,52.5
Mauritius,MUS,1990,20.129997,79.87
