Country,Country_Code,Year,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,Region
Egypt,EGY,2017,89.48,86.81,Africa
Egypt,EGY,2021,97.22512,95.931595,Africa
Egypt,EGY,2022,95.50548,94.81636,Africa
El Salvador,SLV,1992,84.95,84.95,North America
El Salvador,SLV,2000,92.2,92.6,North America
El Salvador,SLV,2001,93.5,93.6,North America
El Salvador,SLV,2002,92.9,93.6,North America
El Salvador,SLV,2003,93.3,93.4,North America
El Salvador,SLV,2004,93.7,94.0,North America
El Salvador,SLV,2005,94.9,94.9,North America
El Salvador,SLV,2006,94.4,95.45,North America
El Salvador,SLV,2007,93.22,93.89,North America
El Salvador,SLV,2008,95.41,96.48,North America
El Salvador,SLV,2009,94.71,95.32,North America
El Salvador,SLV,2010,95.67,96.39,North America
El Salvador,SLV,2011,96.15,96.95,North America
El Salvador,SLV,2012,96.7,97.6,North America
El Salvador,SLV,2013,96.95,97.5,North America
El Salvador,SLV,2014,97.3,98.2,North America
El Salvador,SLV,2015,97.46,98.43,North America
El Salvador,SLV,2016,97.72,98.28,North America
El Salvador,SLV,2017,97.8,98.15,North America
El Salvador,SLV,2018,97.73,98.21,North America
El Salvador,SLV,2019,97.98,98.69,North America
El Salvador,SLV,2020,98.31,98.72,North America
El Salvador,SLV,2021,97.8,98.3,North America
El Salvador,SLV,2022,98.0,98.6,North America
El Salvador,SLV,2023,97.56,98.5,North America
El Salvador,SLV,2024,97.87,98.6,North America
Equatorial Guinea,GNQ,2000,97.61,96.62,Africa
Eritrea,ERI,2002,86.25,69.48,Africa
Eritrea,ERI,2008,91.29,82.58,Africa
Estonia,EST,1989,99.83,99.9,Europe
Estonia,EST,2000,99.73,99.81,Europe
Estonia,EST,2011,99.94,99.96,Europe
Eswatini,SWZ,1976,76.08,74.98,Africa
Eswatini,SWZ,1986,83.09,84.3,Africa
Eswatini,SWZ,2000,90.69,92.94,Africa
Eswatini,SWZ,2006,88.81,93.58,Africa
Eswatini,SWZ,2010,,96.32,Africa
Eswatini,SWZ,2014,,100.0,Africa
Eswatini,SWZ,2022,98.55,98.78,Africa
Ethiopia,ETH,1994,39.29,28.08,Africa
Ethiopia,ETH,2000,49.47,27.02,Africa
Ethiopia,ETH,2004,62.2,38.5,Africa
Ethiopia,ETH,2005,60.07,34.06,Africa
Ethiopia,ETH,2007,62.97,47.04,Africa
Ethiopia,ETH,2011,65.08,43.65,Africa
Ethiopia,ETH,2013,78.101234,65.74705,Africa
Ethiopia,ETH,2016,79.13,64.57,Africa
Ethiopia,ETH,2019,82.37,76.03,Africa
Ethiopia,ETH,2021,84.55214,74.98445,Africa
Ethiopia,ETH,2022,88.42,80.92,Africa
Europe and Central Asia (WB),WB_ECA,1988,99.16,98.45,
Europe and Central Asia (WB),WB_ECA,1989,99.27,98.4,
Europe and Central Asia (WB),WB_ECA,1990,99.27,98.47,
Europe and Central Asia (WB),WB_ECA,1991,99.28,98.53,
Europe and Central Asia (WB),WB_ECA,1992,99.14,98.53,
Europe and Central Asia (WB),WB_ECA,1993,99.14,98.58,
Europe and Central Asia (WB),WB_ECA,1994,99.15,98.64,
Europe and Central Asia (WB),WB_ECA,1995,99.15,98.69,
Europe and Central Asia (WB),WB_ECA,1996,99.16,98.75,
Europe and Central Asia (WB),WB_ECA,1997,99.17,98.79,
Europe and Central Asia (WB),WB_ECA,1998,99.14,98.82,
Europe and Central Asia (WB),WB_ECA,1999,99.12,98.84,
Europe and Central Asia (WB),WB_ECA,2000,99.27,98.83,
Europe and Central Asia (WB),WB_ECA,2001,99.29,98.86,
Europe and Central Asia (WB),WB_ECA,2002,99.35,98.91,
Europe and Central Asia (WB),WB_ECA,2003,99.35,98.93,
Europe and Central Asia (WB),WB_ECA,2004,99.33,98.94,
Europe and Central Asia (WB),WB_ECA,2005,99.37,99.01,
Europe and Central Asia (WB),WB_ECA,2006,99.38,99.03,
Europe and Central Asia (WB),WB_ECA,2007,99.4,99.05,
Europe and Central Asia (WB),WB_ECA,2008,99.42,99.09,
Europe and Central Asia (WB),WB_ECA,2009,99.53,99.31,
Europe and Central Asia (WB),WB_ECA,2010,99.56,99.39,
Europe and Central Asia (WB),WB_ECA,2011,99.6,99.46,
Europe and Central Asia (WB),WB_ECA,2012,99.62,99.51,
Europe and Central Asia (WB),WB_ECA,2013,99.64,99.55,
Europe and Central Asia (WB),WB_ECA,2014,99.66,99.58,
Europe and Central Asia (WB),WB_ECA,2015,99.66,99.61,
Europe and Central Asia (WB),WB_ECA,2016,99.68,99.63,
Europe and Central Asia (WB),WB_ECA,2017,99.69,99.68,
Europe and Central Asia (WB),WB_ECA,2018,99.74,99.72,
Europe and Central Asia (WB),WB_ECA,2019,99.75,99.74,
Europe and Central Asia (WB),WB_ECA,2020,99.74,99.75,
Europe and Central Asia (WB),WB_ECA,2021,99.77,99.76,
Europe and Central Asia (WB),WB_ECA,2022,99.77,99.76,
Europe and Central Asia (WB),WB_ECA,2023,99.77,99.76,
Europe and Northern America (SDG),,2002,99.47,99.5,
Europe and Northern America (SDG),,2003,99.48,99.51,
Europe and Northern America (SDG),,2004,99.49,99.52,
Europe and Northern America (SDG),,2005,99.49,99.52,
Europe and Northern America (SDG),,2006,99.51,99.52,
Europe and Northern America (SDG),,2007,99.5,99.53,
Europe and Northern America (SDG),,2018,99.67,99.64,
Europe and Northern America (SDG),,2019,99.68,99.65,
Europe and Northern America (SDG),,2020,99.67,99.65,
Europe and Northern America (SDG),,2021,99.69,99.65,
Europe and Northern America (SDG),,2022,99.69,99.65,
Fiji,FJI,2021,96.11,99.41,Oceania
Gabon,GAB,1993,94.41,92.11,Africa
Gabon,GAB,2012,94.88,93.77,Africa
Gabon,GAB,2021,94.96,93.04,Africa
Gambia,GMB,2000,64.34,41.39,Africa
Gambia,GMB,2006,,48.15,Africa
Gambia,GMB,2013,78.39,65.85,Africa
Gambia,GMB,2015,70.74,64.45,Africa
Gambia,GMB,2018,74.98,67.01,Africa
Gambia,GMB,2021,72.02,62.55,Africa
Georgia,GEO,2002,99.79,99.86,Asia
Georgia,GEO,2005,,99.9,Asia
Georgia,GEO,2014,99.68,99.73,Asia
Georgia,GEO,2017,99.77,99.49,Asia
Georgia,GEO,2018,99.9,99.94,Asia
Georgia,GEO,2019,100.0,100.0,Asia
Georgia,GEO,2020,100.0,100.0,Asia
Georgia,GEO,2021,100.0,100.0,Asia
Georgia,GEO,2022,99.51,99.89,Asia
Georgia,GEO,2023,98.88,99.84,Asia
Georgia,GEO,2024,99.56,99.78,Asia
Ghana,GHA,2000,75.95,65.49,Africa
Ghana,GHA,2003,84.77,73.05,Africa
Ghana,GHA,2006,,76.92,Africa
Ghana,GHA,2010,88.31,83.23,Africa
Ghana,GHA,2011,,84.6,Africa
Ghana,GHA,2014,91.17,83.65,Africa
Ghana,GHA,2015,85.08682,76.89812,Africa
Ghana,GHA,2017,89.77,85.25,Africa
Ghana,GHA,2021,91.74,91.3,Africa
Greece,GRC,1981,99.05,98.88,Europe
Greece,GRC,1991,98.99,98.98,Europe
Greece,GRC,2001,98.89,98.99,Europe
Greece,GRC,2009,99.51,99.47,Europe
Grenada,GRD,1970,98.85,99.08,North America
Guadeloupe,GLP,1982,98.09,98.9,North America
Guam,GUM,1980,95.36,95.91,Oceania
Guam,GUM,1990,99.9,99.85,Oceania
Guatemala,GTM,1994,81.72,70.72,North America
Guatemala,GTM,2000,87.7,76.3,North America
Guatemala,GTM,2002,86.38,78.39,North America
Guatemala,GTM,2006,91.4,84.8,North America
Guatemala,GTM,2012,95.47,91.94,North America
Guatemala,GTM,2013,94.18,89.77,North America
Guatemala,GTM,2014,95.48,93.27,North America
Guatemala,GTM,2015,96.67,93.62,North America
Guatemala,GTM,2018,95.38,93.87,North America
Guatemala,GTM,2022,95.86,94.21,North America
Guatemala,GTM,2023,97.3,96.7,North America
Guatemala,GTM,2024,95.7,95.1,North America
Guinea,GIN,1996,44.12,13.47,Africa
Guinea,GIN,2003,59.46,34.07,Africa
Guinea,GIN,2005,64.19,24.12,Africa
Guinea,GIN,2010,37.57,21.8,Africa
Guinea,GIN,2014,56.97,37.21,Africa
Guinea,GIN,2016,,46.63,Africa
Guinea,GIN,2018,69.64,43.47,Africa
Guinea-Bissau,GNB,1979,59.69,17.8,Africa
Guinea-Bissau,GNB,2000,74.8,45.9,Africa
Guinea-Bissau,GNB,2006,,35.78,Africa
Guinea-Bissau,GNB,2014,,100.0,Africa
Guinea-Bissau,GNB,2019,81.83,68.59,Africa
Guinea-Bissau,GNB,2022,86.2,78.27,Africa
Guyana,GUY,2006,,100.0,South America
Guyana,GUY,2009,95.71,95.91,South America
Guyana,GUY,2014,,100.0,South America
Guyana,GUY,2020,99.27,99.03,South America
Haiti,HTI,1982,51.26,51.05,North America
Haiti,HTI,2003,82.66,80.69,North America
Haiti,HTI,2012,93.36575,92.985825,North America
Haiti,HTI,2017,88.38,89.33,North America
High-income countries,OWID_HIC,2004,98.71,98.64,
High-income countries,OWID_HIC,2005,98.75,98.7,
High-income countries,OWID_HIC,2020,99.24,99.25,
High-income countries,OWID_HIC,2021,99.3,99.28,
Honduras,HND,2001,86.89,90.91,North America
Honduras,HND,2004,90.2,91.5,North America
Honduras,HND,2005,89.9,93.6,North America
Honduras,HND,2007,92.7,95.05,North America
Honduras,HND,2009,92.6,95.2,North America
Honduras,HND,2010,94.45,95.88,North America
Honduras,HND,2011,94.93,96.93,North America
Honduras,HND,2012,94.0,95.99,North America
Honduras,HND,2013,93.85,96.3,North America
Honduras,HND,2014,95.05,96.29,North America
Honduras,HND,2015,94.99,97.0,North America
Honduras,HND,2016,94.95,97.25,North America
Honduras,HND,2018,94.89,98.19,North America
Honduras,HND,2019,94.84,97.29,North America
Honduras,HND,2022,94.71452,97.47949,North America
Honduras,HND,2023,94.64,96.47,North America
Honduras,HND,2024,94.83,96.62,North America
Hungary,HUN,1980,99.42,99.32,Europe
India,IND,1981,66.31,40.32,Asia
India,IND,1991,73.51,49.35,Asia
India,IND,2001,84.19,67.75,Asia
India,IND,2006,88.41,74.36,Asia
India,IND,2010,92.28997,83.02605,Asia
India,IND,2011,90.04,81.85,Asia
India,IND,2012,93.432365,86.09988,Asia
India,IND,2016,93.55,86.74,Asia
India,IND,2018,96.307625,92.71818,Asia
India,IND,2019,96.24289,93.173134,Asia
India,IND,2020,96.53685,94.687584,Asia
India,IND,2021,97.07471,94.60402,Asia
India,IND,2022,97.44,95.54,Asia
India,IND,2023,97.93,96.07,Asia
India,IND,2024,97.99011,96.64052,Asia
Indonesia,IDN,1980,89.59,81.65,Asia
Indonesia,IDN,1990,97.4,95.07,Asia
Indonesia,IDN,2004,98.87,98.54,Asia
Indonesia,IDN,2006,97.03,96.27,Asia
Indonesia,IDN,2008,99.54,99.38,Asia
Indonesia,IDN,2009,99.55,99.4,Asia
Indonesia,IDN,2010,98.5,98.62,Asia
Indonesia,IDN,2011,98.8,98.75,Asia
Indonesia,IDN,2014,99.68,99.68,Asia
Indonesia,IDN,2015,99.7,99.64,Asia
Indonesia,IDN,2016,99.68,99.65,Asia
Indonesia,IDN,2017,99.93,99.29,Asia
Indonesia,IDN,2018,99.72,99.7,Asia
Indonesia,IDN,2020,99.78,99.78,Asia
Indonesia,IDN,2022,92.91,94.72,Asia
Iran,IRN,1976,70.9,42.33,Asia
Iran,IRN,1986,84.53,65.59,Asia
Iran,IRN,1991,92.44,81.2,Asia
Iran,IRN,1996,95.52,90.56,Asia
Iran,IRN,2005,98.11,96.74,Asia
Iran,IRN,2006,97.15,96.13,Asia
Iran,IRN,2008,98.26,97.47,Asia
Iran,IRN,2009,98.1177,97.11642,Asia
Iran,IRN,2010,98.20187,97.367546,Asia
Iran,IRN,2011,97.04,96.35,Asia
Iran,IRN,2012,98.33,97.66,Asia
Iran,IRN,2013,98.11,97.44,Asia
Iran,IRN,2014,98.19,97.68,Asia
Iran,IRN,2015,98.13304,97.6524,Asia
Iran,IRN,2016,98.27,97.93,Asia
Iran,IRN,2017,98.24561,98.08512,Asia
Iran,IRN,2018,98.29356,98.11491,Asia
Iran,IRN,2019,98.541725,98.39039,Asia
Iran,IRN,2020,98.564964,98.31657,Asia
Iran,IRN,2021,98.68678,98.48548,Asia
Iran,IRN,2022,98.59341,98.70787,Asia
Iran,IRN,2023,98.851654,98.6179,Asia
Iraq,IRQ,2000,88.91,80.49,Asia
Iraq,IRQ,2006,,72.85,Asia
Iraq,IRQ,2011,,71.93,Asia
Iraq,IRQ,2012,87.3,79.4,Asia
Iraq,IRQ,2014,91.9,85.5,Asia
Iraq,IRQ,2016,93.4,88.3,Asia
Iraq,IRQ,2017,94.9,92.1,Asia
Iraq,IRQ,2018,,87.38,Asia
Iraq,IRQ,2021,93.799,90.88234,Asia
Israel,ISR,1983,99.05,98.05,Asia
Italy,ITA,1981,99.7,99.59,Europe
Italy,ITA,2001,99.8,99.82,Europe
Italy,ITA,2011,99.85,99.87,Europe
Italy,ITA,2019,99.83,99.93,Europe
Jamaica,JAM,1999,87.31,96.3,North America
Jamaica,JAM,2005,,99.77,North America
Jamaica,JAM,2011,,99.72,North America
Jamaica,JAM,2022,88.23,99.3,North America
Jordan,JOR,1979,95.79,84.83,Asia
Jordan,JOR,2003,99.33,98.91,Asia
Jordan,JOR,2005,98.93,99.02,Asia
Jordan,JOR,2007,98.95,98.95,Asia
Jordan,JOR,2010,98.76,98.77,Asia
Jordan,JOR,2011,99.05,99.25,Asia
Jordan,JOR,2012,99.0,99.2,Asia
Jordan,JOR,2018,97.42,95.9,Asia
Jordan,JOR,2023,99.05,99.41,Asia
Jordan,JOR,2024,98.48,98.88,Asia
Kazakhstan,KAZ,1989,99.7,99.15,Asia
Kazakhstan,KAZ,1999,99.82,99.87,Asia
Kazakhstan,KAZ,2006,,100.0,Asia
Kazakhstan,KAZ,2009,99.8,99.87,Asia
Kazakhstan,KAZ,2015,,100.0,Asia
Kenya,KEN,2000,93.31,91.94,Africa
Kenya,KEN,2014,94.02,92.31,Africa
Kiribati,KIR,2018,95.83,98.5,Oceania
Kiribati,KIR,2019,,94.49886,Oceania
Kuwait,KWT,1975,77.69,66.01,Asia
Kuwait,KWT,1980,81.29,76.03,Asia
Kuwait,KWT,1985,90.69,84.09,Asia
Kuwait,KWT,1995,93.8,90.18,Asia
Kuwait,KWT,2005,99.69,99.79,Asia
Kuwait,KWT,2006,98.52,98.5,Asia
Kuwait,KWT,2007,98.4,98.51,Asia
Kuwait,KWT,2008,98.57,98.74,Asia
Kuwait,KWT,2010,99.06,98.72,Asia
Kuwait,KWT,2012,98.74,98.84,Asia
Kuwait,KWT,2013,99.25,99.04,Asia
Kuwait,KWT,2015,99.15,99.4,Asia
Kuwait,KWT,2017,99.06,99.5,Asia
Kuwait,KWT,2018,98.78,99.5,Asia
Kuwait,KWT,2020,99.1,99.58,Asia
Kyrgyzstan,KGZ,1999,99.65,99.74,Asia
Kyrgyzstan,KGZ,2009,99.7,99.8,Asia
Kyrgyzstan,KGZ,2014,,99.79,Asia
Laos,LAO,1995,78.82,64.05,Asia
Laos,LAO,2000,88.06,73.56,Asia
Laos,LAO,2001,82.6,74.68,Asia
Laos,LAO,2005,89.19,78.74,Asia
Laos,LAO,2006,,67.08,Asia
Laos,LAO,2015,94.4,90.5,Asia
Laos,LAO,2017,91.2,84.47,Asia
Laos,LAO,2022,94.97155,92.68025,Asia
Laos,LAO,2023,92.2,88.54,Asia
Latin America and Caribbean (WB),WB_LAC,1974,88.34,86.55,
Latin America and Caribbean (WB),WB_LAC,1975,88.36,86.58,
Latin America and Caribbean (WB),WB_LAC,1976,88.51,87.05,
Latin America and Caribbean (WB),WB_LAC,1977,88.62,87.54,
Latin America and Caribbean (WB),WB_LAC,1978,88.72,88.05,
Latin America and Caribbean (WB),WB_LAC,1979,88.71,88.43,
Latin America and Caribbean (WB),WB_LAC,1980,88.59,88.69,
Latin America and Caribbean (WB),WB_LAC,1981,88.6,89.07,
Latin America and Caribbean (WB),WB_LAC,1982,88.6,89.43,
Latin America and Caribbean (WB),WB_LAC,1983,88.6,89.79,
Latin America and Caribbean (WB),WB_LAC,1984,88.61,90.13,
Latin America and Caribbean (WB),WB_LAC,1985,88.64,90.47,
Latin America and Caribbean (WB),WB_LAC,1986,88.66,90.77,
Latin America and Caribbean (WB),WB_LAC,1987,88.82,90.95,
Latin America and Caribbean (WB),WB_LAC,1988,89.01,91.33,
Latin America and Caribbean (WB),WB_LAC,1989,89.2,91.78,
Latin America and Caribbean (WB),WB_LAC,1990,89.34,92.2,
Latin America and Caribbean (WB),WB_LAC,1991,90.13,92.7,
Latin America and Caribbean (WB),WB_LAC,1992,90.93,93.19,
Latin America and Caribbean (WB),WB_LAC,1993,91.73,93.64,
Latin America and Caribbean (WB),WB_LAC,1994,92.52,94.09,
Latin America and Caribbean (WB),WB_LAC,1995,93.31,94.52,
Latin America and Caribbean (WB),WB_LAC,1996,93.65,94.82,
Latin America and Caribbean (WB),WB_LAC,1997,93.84,94.88,
Latin America and Caribbean (WB),WB_LAC,1998,94.11,95.1,
Latin America and Caribbean (WB),WB_LAC,1999,94.31,95.33,
Latin America and Caribbean (WB),WB_LAC,2000,94.51,95.54,
Latin America and Caribbean (WB),WB_LAC,2001,94.69,95.69,
Latin America and Caribbean (WB),WB_LAC,2002,95.15,96.02,
Latin America and Caribbean (WB),WB_LAC,2003,95.99,96.68,
Latin America and Caribbean (WB),WB_LAC,2004,96.05,96.86,
Latin America and Caribbean (WB),WB_LAC,2005,96.24,97.04,
Latin America and Caribbean (WB),WB_LAC,2006,96.47,97.02,
Latin America and Caribbean (WB),WB_LAC,2007,96.69,97.21,
Latin America and Caribbean (WB),WB_LAC,2008,96.91,97.38,
Latin America and Caribbean (WB),WB_LAC,2009,97.14,97.58,
Latin America and Caribbean (WB),WB_LAC,2010,97.01,97.64,
Latin America and Caribbean (WB),WB_LAC,2011,97.47,98.04,
Latin America and Caribbean (WB),WB_LAC,2012,97.67,98.16,
Latin America and Caribbean (WB),WB_LAC,2013,97.64,98.13,
Latin America and Caribbean (WB),WB_LAC,2014,98.01,98.42,
Latin America and Caribbean (WB),WB_LAC,2015,98.07,98.49,
Latin America and Caribbean (WB),WB_LAC,2016,98.2,98.61,
Latin America and Caribbean (WB),WB_LAC,2017,98.21,98.57,
Latin America and Caribbean (WB),WB_LAC,2018,98.3,98.65,
Latin America and Caribbean (WB),WB_LAC,2019,98.35,98.68,
Latin America and Caribbean (WB),WB_LAC,2020,98.34,98.68,
Latin America and Caribbean (WB),WB_LAC,2021,98.38,98.74,
Latin America and Caribbean (WB),WB_LAC,2022,98.43,98.79,
Latin America and Caribbean (WB),WB_LAC,2023,98.45,98.82,
Latin America and Caribbean (WB),WB_LAC,2024,98.49,98.87,
Latin America and the Caribbean (SDG),,1974,88.34,86.55,
Latin America and the Caribbean (SDG),,1975,88.36,86.58,
Latin America and the Caribbean (SDG),,1976,88.51,87.05,
Latin America and the Caribbean (SDG),,1977,88.62,87.54,
Latin America and the Caribbean (SDG),,1978,88.72,88.05,
Latin America and the Caribbean (SDG),,1979,88.71,88.43,
Latin America and the Caribbean (SDG),,1980,88.59,88.69,
Latin America and the Caribbean (SDG),,1981,88.6,89.07,
Latin America and the Caribbean (SDG),,1982,88.6,89.44,
Latin America and the Caribbean (SDG),,1983,88.6,89.79,
Latin America and the Caribbean (SDG),,1984,88.61,90.13,
Latin America and the Caribbean (SDG),,1985,88.64,90.47,
Latin America and the Caribbean (SDG),,1986,88.66,90.78,
Latin America and the Caribbean (SDG),,1987,88.82,90.95,
Latin America and the Caribbean (SDG),,1988,89.01,91.33,
Latin America and the Caribbean (SDG),,1989,89.2,91.78,
Latin America and the Caribbean (SDG),,1990,89.34,92.2,
Latin America and the Caribbean (SDG),,1991,90.13,92.7,
Latin America and the Caribbean (SDG),,1992,90.93,93.19,
Latin America and the Caribbean (SDG),,1993,91.73,93.64,
Latin America and the Caribbean (SDG),,1994,92.52,94.09,
Latin America and the Caribbean (SDG),,1995,93.31,94.52,
Latin America and the Caribbean (SDG),,1996,93.65,94.82,
Latin America and the Caribbean (SDG),,1997,93.84,94.88,
Latin America and the Caribbean (SDG),,1998,94.11,95.1,
Latin America and the Caribbean (SDG),,1999,94.31,95.33,
Latin America and the Caribbean (SDG),,2000,94.51,95.54,
Latin America and the Caribbean (SDG),,2001,94.69,95.69,
Latin America and the Caribbean (SDG),,2002,95.15,96.02,
Latin America and the Caribbean (SDG),,2003,95.99,96.68,
Latin America and the Caribbean (SDG),,2004,96.05,96.86,
Latin America and the Caribbean (SDG),,2005,96.24,97.04,
Latin America and the Caribbean (SDG),,2006,96.47,97.02,
Latin America and the Caribbean (SDG),,2007,96.69,97.21,
Latin America and the Caribbean (SDG),,2008,96.91,97.38,
Latin America and the Caribbean (SDG),,2009,97.14,97.58,
Latin America and the Caribbean (SDG),,2010,97.01,97.64,
Latin America and the Caribbean (SDG),,2011,97.47,98.04,
Latin America and the Caribbean (SDG),,2012,97.67,98.16,
Latin America and the Caribbean (SDG),,2013,97.64,98.13,
Latin America and the Caribbean (SDG),,2014,98.01,98.42,
Latin America and the Caribbean (SDG),,2015,98.07,98.49,
Latin America and the Caribbean (SDG),,2016,98.2,98.61,
Latin America and the Caribbean (SDG),,2017,98.21,98.57,
Latin America and the Caribbean (SDG),,2018,98.3,98.65,
Latin America and the Caribbean (SDG),,2019,98.35,98.68,
Latin America and the Caribbean (SDG),,2020,98.34,98.68,
Latin America and the Caribbean (SDG),,2021,98.38,98.74,
Latin America and the Caribbean (SDG),,2022,98.43,98.79,
Latin America and the Caribbean (SDG),,2023,98.45,98.82,
Latin America and the Caribbean (SDG),,2024,98.49,98.87,
Latvia,LVA,1989,99.75,99.82,Europe
Latvia,LVA,2000,99.72,99.78,Europe
Latvia,LVA,2011,99.8,99.87,Europe
Lebanon,LBN,2007,98.4,99.08,Asia
Lebanon,LBN,2009,99.16,99.34,Asia
Lebanon,LBN,2018,97.89,95.61,Asia
Lebanon,LBN,2019,97.921875,95.459206,Asia
Lesotho,LSO,2000,84.83,97.5,Africa
Lesotho,LSO,2006,66.24,84.98,Africa
Lesotho,LSO,2009,82.23,94.25,Africa
Lesotho,LSO,2014,87.37,96.52,Africa
Lesotho,LSO,2016,96.98,99.56,Africa
Lesotho,LSO,2018,92.35,98.27,Africa
Lesotho,LSO,2019,95.54545,100.0,Africa
Lesotho,LSO,2024,94.31,98.8,Africa
Liberia,LBR,1984,62.83,33.72,Africa
Liberia,LBR,2007,77.33,51.49,Africa
Liberia,LBR,2010,86.36883,73.020676,Africa
Liberia,LBR,2013,83.75,63.2,Africa
Libya,LBY,1984,97.85,80.31,Africa
Lithuania,LTU,1989,99.64,99.71,Europe
Lithuania,LTU,2001,99.66,99.74,Europe
Lithuania,LTU,2011,99.85,99.87,Europe
Low-income countries,OWID_LIC,1988,66.72,48.39,
Low-income countries,OWID_LIC,1989,66.98,48.85,
Low-income countries,OWID_LIC,1990,67.1,49.4,
Low-income countries,OWID_LIC,1991,66.56,49.15,
Low-income countries,OWID_LIC,1992,65.88,48.72,
Low-income countries,OWID_LIC,1993,65.58,48.84,
Low-income countries,OWID_LIC,1994,65.32,48.99,
Low-income countries,OWID_LIC,1995,65.57,49.41,
Low-income countries,OWID_LIC,1996,65.26,49.76,
Low-income countries,OWID_LIC,1997,65.15,50.29,
Low-income countries,OWID_LIC,1998,65.41,50.87,
Low-income countries,OWID_LIC,1999,65.59,51.37,
Low-income countries,OWID_LIC,2000,65.36,52.02,
Low-income countries,OWID_LIC,2001,65.59,52.92,
Low-income countries,OWID_LIC,2002,69.65,53.2,
Low-income countries,OWID_LIC,2003,69.71,54.08,
Low-income countries,OWID_LIC,2004,70.32,54.79,
Low-income countries,OWID_LIC,2005,70.53,55.39,
Low-income countries,OWID_LIC,2006,69.78,53.24,
Low-income countries,OWID_LIC,2007,70.85,55.43,
Low-income countries,OWID_LIC,2008,71.94,56.85,
Low-income countries,OWID_LIC,2009,72.61,57.87,
Low-income countries,OWID_LIC,2010,72.84,59.02,
Low-income countries,OWID_LIC,2011,74.78,62.94,
Low-income countries,OWID_LIC,2012,75.6,63.88,
Low-income countries,OWID_LIC,2013,76.41,65.42,
Low-income countries,OWID_LIC,2014,76.3,65.6,
Low-income countries,OWID_LIC,2015,76.63,66.74,
Low-income countries,OWID_LIC,2016,76.77,67.93,
Low-income countries,OWID_LIC,2017,77.34,69.31,
Low-income countries,OWID_LIC,2018,77.3,69.14,
Low-income countries,OWID_LIC,2019,77.08,69.54,
Low-income countries,OWID_LIC,2020,77.15,69.9,
Low-income countries,OWID_LIC,2021,77.44,70.66,
Low-income countries,OWID_LIC,2022,77.67,71.37,
Low-income countries,OWID_LIC,2023,77.91,72.06,
Low-income countries,OWID_LIC,2024,78.1,72.64,
Lower-middle-income countries,OWID_LMC,1975,67.28,42.89,
Lower-middle-income countries,OWID_LMC,1976,67.35,43.11,
Lower-middle-income countries,OWID_LMC,1977,67.76,44.15,
Lower-middle-income countries,OWID_LMC,1978,68.09,45.2,
Lower-middle-income countries,OWID_LMC,1979,68.34,46.23,
Lower-middle-income countries,OWID_LMC,1980,68.51,47.15,
Lower-middle-income countries,OWID_LMC,1981,68.63,48.0,
Lower-middle-income countries,OWID_LMC,1982,68.84,48.97,
Lower-middle-income countries,OWID_LMC,1983,69.02,49.84,
Lower-middle-income countries,OWID_LMC,1984,69.22,50.88,
Lower-middle-income countries,OWID_LMC,1985,69.45,51.91,
Lower-middle-income countries,OWID_LMC,1986,69.68,52.87,
Lower-middle-income countries,OWID_LMC,1987,70.16,54.02,
Lower-middle-income countries,OWID_LMC,1988,72.36,52.71,
Lower-middle-income countries,OWID_LMC,1989,73.06,54.17,
Lower-middle-income countries,OWID_LMC,1990,73.69,55.59,
Lower-middle-income countries,OWID_LMC,1991,74.32,57.0,
Lower-middle-income countries,OWID_LMC,1992,75.39,58.31,
Lower-middle-income countries,OWID_LMC,1993,76.38,59.36,
Lower-middle-income countries,OWID_LMC,1994,77.03,60.88,
Lower-middle-income countries,OWID_LMC,1995,77.55,62.25,
Lower-middle-income countries,OWID_LMC,1996,78.18,63.63,
Lower-middle-income countries,OWID_LMC,1997,78.72,64.86,
Lower-middle-income countries,OWID_LMC,1998,81.53,66.72,
Lower-middle-income countries,OWID_LMC,1999,82.14,68.27,
Lower-middle-income countries,OWID_LMC,2000,82.29,68.59,
Lower-middle-income countries,OWID_LMC,2001,82.68,69.94,
Lower-middle-income countries,OWID_LMC,2002,83.08,71.25,
Lower-middle-income countries,OWID_LMC,2003,84.07,72.23,
Lower-middle-income countries,OWID_LMC,2004,84.4,73.51,
Lower-middle-income countries,OWID_LMC,2005,85.34,73.55,
Lower-middle-income countries,OWID_LMC,2006,84.47,74.43,
Lower-middle-income countries,OWID_LMC,2007,84.68,75.4,
Lower-middle-income countries,OWID_LMC,2008,85.18,76.48,
Lower-middle-income countries,OWID_LMC,2009,85.51,77.5,
Lower-middle-income countries,OWID_LMC,2010,86.81,78.73,
Lower-middle-income countries,OWID_LMC,2011,87.08,79.83,
Lower-middle-income countries,OWID_LMC,2012,87.71,80.98,
Lower-middle-income countries,OWID_LMC,2013,88.67,82.53,
Lower-middle-income countries,OWID_LMC,2014,88.98,83.58,
Lower-middle-income countries,OWID_LMC,2015,89.55,84.72,
Lower-middle-income countries,OWID_LMC,2016,89.93,85.55,
Lower-middle-income countries,OWID_LMC,2017,90.32,86.11,
Lower-middle-income countries,OWID_LMC,2018,90.65,86.68,
Lower-middle-income countries,OWID_LMC,2019,92.49,88.35,
Lower-middle-income countries,OWID_LMC,2020,92.72,88.86,
